driver_id,driver_age,driver_city,vehicle_type,driver_experience_years,total_assigned_rides,accepted_rides,incomplete_rides,delay_count,acceptance_rate,delay_rate,avg_driver_rating,avg_pickup_delay_min,driver_delay_flag
D_002762,25,Mumbai,Cab,10,19,16,2,0,0.84,0.0,4.5,3.0,0
D_002763,42,Chennai,Cab,1,17,14,1,1,0.82,0.06,4.5,3.9,0
D_002764,30,Hyderabad,Auto,8,20,13,0,0,0.65,0.0,4.7,2.0,0
D_002765,28,Hyderabad,Cab,3,16,12,1,0,0.75,0.0,4.4,4.0,0
D_002766,37,Hyderabad,Auto,14,23,18,0,0,0.78,0.0,4.6,2.0,0
D_002767,44,Bangalore,Auto,1,16,10,0,0,0.62,0.0,4.6,4.0,0
D_002768,44,Chennai,Bike,10,23,19,1,0,0.83,0.0,4.6,4.0,0
D_002769,52,Bangalore,Bike,6,15,11,1,1,0.73,0.07,4.8,2.0,0
D_002770,26,Delhi,Cab,1,14,9,1,0,0.64,0.0,4.1,4.0,0
D_002771,27,Hyderabad,Bike,3,14,12,3,2,0.86,0.14,4.0,3.1,1
D_002772,22,Chennai,Auto,5,21,17,3,2,0.81,0.1,4.8,3.5,0
D_002773,49,Bangalore,Cab,4,18,12,1,1,0.67,0.06,4.8,3.9,0
D_002774,39,Mumbai,Bike,7,23,19,1,0,0.83,0.0,4.9,4.0,0
D_002775,45,Bangalore,Bike,6,24,19,1,1,0.79,0.04,4.8,4.6,0
D_002776,34,Delhi,Cab,12,19,17,2,0,0.89,0.0,4.5,1.0,0
D_002777,54,Delhi,Bike,3,13,9,2,2,0.69,0.15,4.6,5.2,1
D_002778,31,Mumbai,Auto,11,20,15,1,0,0.75,0.0,4.3,3.0,0
D_002779,28,Hyderabad,Bike,8,20,13,0,0,0.65,0.0,4.1,4.0,0
D_002780,53,Mumbai,Bike,8,26,20,1,1,0.77,0.04,4.5,3.6,0
D_002781,43,Bangalore,Bike,14,21,14,1,1,0.67,0.05,4.2,4.8,0
D_002782,37,Bangalore,Auto,2,14,10,0,0,0.71,0.0,4.7,4.0,0
D_002783,45,Delhi,Cab,7,15,12,0,0,0.8,0.0,4.8,3.0,0
D_002784,35,Mumbai,Cab,14,16,15,2,0,0.94,0.0,4.6,2.0,0
D_002785,32,Chennai,Cab,1,24,22,4,2,0.92,0.08,4.9,3.2,0
D_002786,40,Bangalore,Cab,2,25,17,1,1,0.68,0.04,4.5,4.6,0
D_002787,44,Bangalore,Bike,8,21,16,0,0,0.76,0.0,4.8,3.0,0
D_002788,34,Delhi,Auto,12,20,18,3,2,0.9,0.1,4.9,5.5,0
D_002789,49,Bangalore,Cab,1,17,12,0,0,0.71,0.0,4.3,2.0,0
D_002790,37,Bangalore,Auto,2,17,10,2,2,0.59,0.12,4.9,3.8,1
D_002791,49,Bangalore,Auto,12,25,19,2,1,0.76,0.04,4.7,3.6,0
D_002792,25,Bangalore,Bike,1,27,18,2,1,0.67,0.04,4.2,3.6,0
D_002793,49,Mumbai,Cab,5,17,15,3,1,0.88,0.06,4.4,2.9,0
D_002794,33,Hyderabad,Auto,7,24,20,5,3,0.83,0.12,4.4,2.8,1
D_002795,37,Mumbai,Cab,6,20,15,1,1,0.75,0.05,5.0,3.8,0
D_002796,41,Bangalore,Bike,6,25,20,4,3,0.8,0.12,4.2,4.8,1
D_002797,47,Bangalore,Cab,6,12,11,2,2,0.92,0.17,4.7,4.6,1
D_002798,47,Chennai,Cab,8,28,18,2,1,0.64,0.04,4.4,3.6,0
D_002799,43,Bangalore,Auto,5,24,18,2,2,0.75,0.08,4.3,4.2,0
D_002800,30,Hyderabad,Cab,10,16,12,0,0,0.75,0.0,4.3,3.0,0
D_002801,26,Mumbai,Auto,7,21,14,3,1,0.67,0.05,4.5,1.8,0
D_002802,38,Delhi,Bike,3,17,14,4,3,0.82,0.18,4.3,6.7,1
D_002803,23,Chennai,Bike,9,21,18,2,2,0.86,0.1,4.4,5.5,0
D_002804,28,Chennai,Auto,10,18,13,1,1,0.72,0.06,4.1,4.9,0
D_002805,34,Hyderabad,Bike,3,13,13,1,0,1.0,0.0,4.5,4.0,0
D_002806,41,Delhi,Cab,14,15,11,1,1,0.73,0.07,4.6,3.0,0
D_002807,51,Mumbai,Auto,14,21,17,1,1,0.81,0.05,4.9,4.8,0
D_002808,51,Delhi,Auto,6,16,9,0,0,0.56,0.0,4.2,1.0,0
D_002809,32,Chennai,Cab,3,32,24,6,5,0.75,0.16,4.7,3.4,1
D_002810,52,Mumbai,Bike,1,18,16,1,0,0.89,0.0,4.2,3.0,0
D_002811,24,Chennai,Auto,1,16,12,1,1,0.75,0.06,4.6,2.9,0
D_002812,23,Hyderabad,Cab,3,19,15,1,1,0.79,0.05,4.3,1.8,0
D_002813,24,Hyderabad,Auto,4,22,16,2,2,0.73,0.09,4.7,3.4,0
D_002814,36,Delhi,Cab,14,15,12,0,0,0.8,0.0,4.3,4.0,0
D_002815,38,Delhi,Cab,2,21,18,2,2,0.86,0.1,4.6,2.5,0
D_002816,28,Chennai,Bike,9,10,8,0,0,0.8,0.0,4.5,1.0,0
D_002817,26,Chennai,Bike,11,19,15,4,1,0.79,0.05,4.5,3.8,0
D_002818,54,Hyderabad,Cab,8,17,13,2,2,0.76,0.12,4.2,5.8,1
D_002819,37,Delhi,Cab,12,25,23,0,0,0.92,0.0,4.5,3.0,0
D_002820,24,Mumbai,Auto,13,22,18,4,1,0.82,0.05,4.4,4.8,0
D_002821,42,Bangalore,Cab,3,17,15,1,1,0.88,0.06,4.4,1.9,0
D_002822,29,Chennai,Auto,7,17,10,3,2,0.59,0.12,4.4,4.8,1
D_002823,43,Hyderabad,Auto,4,15,11,2,2,0.73,0.13,4.3,3.0,1
D_002824,26,Bangalore,Cab,5,18,13,1,1,0.72,0.06,4.1,4.9,0
D_002825,38,Delhi,Bike,4,20,15,4,2,0.75,0.1,4.3,3.5,0
D_002826,35,Chennai,Cab,9,15,13,1,0,0.87,0.0,4.7,1.0,0
D_002827,49,Mumbai,Bike,11,21,14,1,0,0.67,0.0,4.5,4.0,0
D_002828,52,Mumbai,Auto,7,19,13,3,2,0.68,0.11,4.3,2.6,1
D_002829,38,Chennai,Cab,13,17,9,1,1,0.53,0.06,4.1,4.9,0
D_002830,43,Bangalore,Auto,4,20,15,2,2,0.75,0.1,4.3,4.5,0
D_002831,50,Delhi,Cab,13,22,17,2,0,0.77,0.0,4.5,4.0,0
D_002832,31,Mumbai,Auto,8,15,11,1,0,0.73,0.0,4.2,3.0,0
D_002833,39,Hyderabad,Cab,2,21,16,3,1,0.76,0.05,4.2,1.8,0
D_002834,37,Chennai,Bike,7,17,14,2,1,0.82,0.06,4.4,4.9,0
D_002835,28,Mumbai,Auto,11,25,17,1,0,0.68,0.0,4.4,1.0,0
D_002836,51,Mumbai,Cab,1,18,16,0,0,0.89,0.0,4.6,3.0,0
D_002837,40,Delhi,Bike,8,18,9,0,0,0.5,0.0,4.1,1.0,0
D_002838,44,Hyderabad,Bike,13,14,10,2,1,0.71,0.07,4.8,2.0,0
D_002839,29,Hyderabad,Auto,14,17,11,4,3,0.65,0.18,4.4,4.7,1
D_002840,38,Bangalore,Cab,12,19,16,2,1,0.84,0.05,4.1,4.8,0
D_002841,42,Hyderabad,Bike,14,27,21,1,1,0.78,0.04,4.4,1.6,0
D_002842,47,Bangalore,Bike,13,18,12,2,2,0.67,0.11,4.8,3.6,1
D_002843,49,Mumbai,Auto,6,23,15,1,1,0.65,0.04,4.6,3.6,0
D_002844,54,Hyderabad,Cab,12,28,18,2,2,0.64,0.07,4.3,3.0,0
D_002845,40,Mumbai,Auto,5,20,17,2,0,0.85,0.0,4.6,3.0,0
D_002846,50,Mumbai,Auto,9,23,17,2,2,0.74,0.09,5.0,2.3,0
D_002847,41,Delhi,Bike,9,17,12,2,1,0.71,0.06,4.4,3.9,0
D_002848,41,Hyderabad,Auto,3,18,14,0,0,0.78,0.0,4.0,1.0,0
D_002849,31,Chennai,Bike,9,23,14,2,1,0.61,0.04,5.0,2.6,0
D_002850,33,Hyderabad,Auto,13,17,14,3,1,0.82,0.06,4.3,4.9,0
D_002851,54,Delhi,Auto,13,24,23,2,1,0.96,0.04,4.8,1.6,0
D_002852,46,Mumbai,Cab,9,32,24,3,2,0.75,0.06,4.8,3.9,0
D_002853,46,Chennai,Cab,2,31,25,3,3,0.81,0.1,4.4,2.5,0
D_002854,25,Delhi,Bike,5,21,13,3,0,0.62,0.0,4.0,1.0,0
D_002855,25,Delhi,Auto,11,16,13,0,0,0.81,0.0,4.8,2.0,0
D_002856,30,Chennai,Bike,2,24,21,1,1,0.88,0.04,5.0,3.6,0
D_002857,36,Hyderabad,Auto,1,25,19,4,0,0.76,0.0,4.7,1.0,0
D_002858,47,Mumbai,Auto,7,19,12,1,0,0.63,0.0,4.8,2.0,0
D_002859,36,Hyderabad,Cab,4,18,13,0,0,0.72,0.0,4.2,3.0,0
D_002860,47,Delhi,Bike,5,21,17,1,0,0.81,0.0,4.3,4.0,0
D_002861,49,Bangalore,Bike,4,25,18,3,1,0.72,0.04,5.0,4.6,0
D_002862,28,Bangalore,Cab,6,23,20,0,0,0.87,0.0,4.5,3.0,0
D_002863,53,Bangalore,Bike,11,19,15,1,0,0.79,0.0,4.2,1.0,0
D_002864,33,Hyderabad,Auto,2,18,14,3,1,0.78,0.06,4.1,1.9,0
D_002865,53,Bangalore,Bike,8,13,10,1,1,0.77,0.08,4.7,5.2,0
D_002866,30,Chennai,Auto,4,21,15,2,2,0.71,0.1,4.4,2.5,0
D_002867,35,Mumbai,Bike,8,22,17,2,2,0.77,0.09,4.1,3.4,0
D_002868,34,Bangalore,Auto,3,25,19,1,0,0.76,0.0,4.9,4.0,0
D_002869,54,Bangalore,Cab,12,17,13,2,1,0.76,0.06,4.8,2.9,0
D_002870,53,Delhi,Cab,12,15,14,2,1,0.93,0.07,4.9,3.0,0
D_002871,40,Mumbai,Cab,11,19,14,1,0,0.74,0.0,4.0,3.0,0
D_002872,51,Bangalore,Cab,5,27,22,3,3,0.81,0.11,4.3,4.6,1
D_002873,37,Delhi,Bike,12,22,16,1,1,0.73,0.05,4.7,4.8,0
D_002874,33,Bangalore,Auto,3,16,11,1,1,0.69,0.06,5.0,4.9,0
D_002875,31,Chennai,Auto,12,18,9,0,0,0.5,0.0,4.6,4.0,0
D_002876,23,Bangalore,Auto,13,23,21,2,1,0.91,0.04,4.0,1.6,0
D_002877,39,Chennai,Auto,7,18,16,2,1,0.89,0.06,4.7,2.9,0
D_002878,34,Delhi,Auto,3,26,24,2,0,0.92,0.0,4.2,3.0,0
D_002879,50,Delhi,Bike,12,17,8,1,1,0.47,0.06,4.6,2.9,0
D_002880,45,Hyderabad,Cab,8,13,11,0,0,0.85,0.0,4.6,3.0,0
D_002881,33,Hyderabad,Cab,9,16,11,0,0,0.69,0.0,4.6,1.0,0
D_002882,50,Mumbai,Cab,13,22,15,1,1,0.68,0.05,4.4,2.8,0
D_002883,43,Bangalore,Cab,12,19,13,1,0,0.68,0.0,4.0,1.0,0
D_002884,22,Mumbai,Auto,2,16,14,0,0,0.88,0.0,4.9,2.0,0
D_002885,54,Hyderabad,Bike,3,28,21,1,1,0.75,0.04,4.2,1.6,0
D_002886,25,Bangalore,Bike,12,19,10,1,0,0.53,0.0,4.2,3.0,0
D_002887,51,Hyderabad,Auto,13,18,12,2,2,0.67,0.11,4.1,4.6,1
D_002888,41,Hyderabad,Cab,7,19,13,0,0,0.68,0.0,4.4,4.0,0
D_002889,47,Delhi,Cab,5,22,19,1,1,0.86,0.05,4.2,1.8,0
D_002890,36,Mumbai,Cab,10,26,24,1,1,0.92,0.04,4.4,1.6,0
D_002891,28,Hyderabad,Auto,7,15,12,1,1,0.8,0.07,4.9,4.0,0
D_002892,28,Mumbai,Auto,2,11,10,1,0,0.91,0.0,5.0,1.0,0
D_002893,50,Chennai,Auto,14,23,17,0,0,0.74,0.0,4.7,2.0,0
D_002894,44,Hyderabad,Bike,14,22,18,5,4,0.82,0.18,4.4,6.7,1
D_002895,41,Bangalore,Bike,4,19,17,3,3,0.89,0.16,4.4,5.4,1
D_002896,36,Bangalore,Cab,1,19,14,1,1,0.74,0.05,4.2,2.8,0
D_002897,54,Bangalore,Cab,5,19,9,1,1,0.47,0.05,4.6,3.8,0
D_002898,38,Bangalore,Bike,8,17,15,0,0,0.88,0.0,4.7,1.0,0
D_002899,41,Bangalore,Auto,1,18,15,2,1,0.83,0.06,4.9,2.9,0
D_002900,34,Chennai,Cab,7,19,11,2,1,0.58,0.05,4.9,4.8,0
D_002901,45,Bangalore,Bike,7,19,14,2,0,0.74,0.0,4.4,4.0,0
D_002902,28,Chennai,Auto,7,18,14,0,0,0.78,0.0,4.7,2.0,0
D_002903,29,Chennai,Cab,1,14,10,1,1,0.71,0.07,4.4,2.0,0
D_002904,44,Chennai,Bike,12,23,19,3,2,0.83,0.09,4.8,3.4,0
D_002905,35,Hyderabad,Cab,11,21,13,1,0,0.62,0.0,4.9,4.0,0
D_002906,25,Bangalore,Cab,3,23,18,3,2,0.78,0.09,4.8,3.4,0
D_002907,42,Chennai,Auto,11,22,18,2,0,0.82,0.0,4.1,3.0,0
D_002908,31,Mumbai,Auto,2,20,16,1,1,0.8,0.05,4.9,1.8,0
D_002909,43,Chennai,Cab,5,20,14,3,2,0.7,0.1,4.0,3.5,0
D_002910,51,Bangalore,Cab,2,25,17,2,1,0.68,0.04,4.4,4.6,0
D_002911,51,Bangalore,Bike,13,26,17,0,0,0.65,0.0,4.5,2.0,0
D_002912,37,Delhi,Auto,14,21,13,2,2,0.62,0.1,4.5,4.5,0
D_002913,32,Chennai,Auto,5,18,15,1,1,0.83,0.06,4.2,1.9,0
D_002914,43,Bangalore,Bike,5,21,17,1,0,0.81,0.0,4.9,2.0,0
D_002915,50,Hyderabad,Cab,4,15,11,1,1,0.73,0.07,4.9,5.0,0
D_002916,46,Chennai,Cab,11,16,12,0,0,0.75,0.0,4.4,3.0,0
D_002917,35,Hyderabad,Bike,7,24,17,1,1,0.71,0.04,4.3,3.6,0
D_002918,35,Delhi,Auto,10,15,11,1,1,0.73,0.07,4.5,4.0,0
D_002919,23,Delhi,Bike,6,19,16,1,0,0.84,0.0,4.5,4.0,0
D_002920,34,Bangalore,Cab,2,22,17,0,0,0.77,0.0,4.2,3.0,0
D_002921,24,Delhi,Bike,4,18,15,2,2,0.83,0.11,4.2,4.6,1
D_002922,51,Chennai,Auto,13,16,15,3,2,0.94,0.12,4.4,2.8,1
D_002923,39,Chennai,Bike,14,15,11,0,0,0.73,0.0,4.1,2.0,0
D_002924,42,Hyderabad,Bike,11,18,16,2,2,0.89,0.11,4.9,3.6,1
D_002925,40,Chennai,Bike,7,18,12,4,3,0.67,0.17,4.6,6.6,1
D_002926,37,Bangalore,Cab,9,22,18,3,2,0.82,0.09,4.1,5.4,0
D_002927,49,Chennai,Bike,9,14,11,0,0,0.79,0.0,5.0,3.0,0
D_002928,25,Hyderabad,Bike,12,23,18,1,0,0.78,0.0,5.0,3.0,0
D_002929,36,Bangalore,Cab,3,25,17,2,0,0.68,0.0,4.1,4.0,0
D_002930,22,Delhi,Cab,1,16,12,1,1,0.75,0.06,4.2,3.9,0
D_002931,37,Hyderabad,Bike,9,19,15,3,2,0.79,0.11,4.6,4.6,1
D_002932,41,Mumbai,Bike,8,26,19,0,0,0.73,0.0,4.7,1.0,0
D_002933,54,Mumbai,Auto,7,23,16,3,1,0.7,0.04,4.4,2.6,0
D_002934,38,Mumbai,Auto,6,23,18,2,1,0.78,0.04,4.9,1.6,0
D_002935,26,Bangalore,Bike,14,24,19,5,3,0.79,0.12,4.2,5.8,1
D_002936,26,Hyderabad,Auto,10,14,12,1,1,0.86,0.07,5.0,4.0,0
D_002937,34,Mumbai,Bike,7,23,17,1,0,0.74,0.0,4.9,1.0,0
D_002938,51,Mumbai,Cab,11,15,10,1,0,0.67,0.0,4.0,2.0,0
D_002939,25,Hyderabad,Auto,9,24,19,2,1,0.79,0.04,4.2,3.6,0
D_002940,44,Chennai,Bike,6,16,10,0,0,0.62,0.0,5.0,2.0,0
D_002941,42,Bangalore,Cab,14,25,15,1,0,0.6,0.0,4.8,3.0,0
D_002942,42,Chennai,Auto,14,20,12,2,1,0.6,0.05,4.8,2.8,0
D_002943,27,Bangalore,Auto,10,15,8,2,1,0.53,0.07,4.7,5.0,0
D_002944,45,Hyderabad,Cab,3,27,25,4,3,0.93,0.11,4.3,3.6,1
D_002945,52,Hyderabad,Cab,13,23,19,2,1,0.83,0.04,4.1,3.6,0
D_002946,40,Mumbai,Cab,14,21,16,4,1,0.76,0.05,4.2,2.8,0
D_002947,33,Chennai,Cab,3,22,18,1,1,0.82,0.05,4.6,4.8,0
D_002948,35,Bangalore,Bike,4,16,13,1,0,0.81,0.0,4.3,4.0,0
D_002949,33,Delhi,Bike,10,22,14,2,1,0.64,0.05,4.2,1.8,0
D_002950,36,Chennai,Bike,13,21,15,1,0,0.71,0.0,4.0,3.0,0
D_002951,40,Delhi,Bike,14,26,19,1,1,0.73,0.04,4.4,1.6,0
D_002952,49,Mumbai,Bike,14,24,18,2,1,0.75,0.04,4.6,3.6,0
D_002953,26,Delhi,Bike,10,18,16,2,1,0.89,0.06,4.9,3.9,0
D_002954,26,Mumbai,Cab,8,17,14,1,1,0.82,0.06,4.6,4.9,0
D_002955,27,Bangalore,Cab,10,21,15,1,0,0.71,0.0,4.0,3.0,0
D_002956,44,Delhi,Cab,9,16,9,1,0,0.56,0.0,4.0,3.0,0
D_002957,24,Hyderabad,Cab,14,17,11,0,0,0.65,0.0,4.1,2.0,0
D_002958,54,Bangalore,Bike,8,21,16,3,2,0.76,0.1,4.4,3.5,0
D_002959,42,Bangalore,Cab,11,16,11,0,0,0.69,0.0,4.1,3.0,0
D_002960,41,Bangalore,Bike,10,27,14,2,0,0.52,0.0,4.6,1.0,0
D_002961,22,Delhi,Cab,2,27,19,4,3,0.7,0.11,4.1,4.6,1
D_002962,38,Chennai,Auto,4,20,15,4,2,0.75,0.1,4.4,4.5,0
D_002963,50,Hyderabad,Cab,4,30,23,1,0,0.77,0.0,4.2,1.0,0
D_002964,29,Hyderabad,Auto,12,19,14,0,0,0.74,0.0,4.6,4.0,0
D_002965,47,Bangalore,Cab,2,20,17,1,1,0.85,0.05,4.1,3.8,0
D_002966,49,Chennai,Cab,13,21,15,3,1,0.71,0.05,4.3,1.8,0
D_002967,47,Mumbai,Bike,8,24,15,0,0,0.62,0.0,4.9,1.0,0
D_002968,34,Mumbai,Cab,3,20,14,2,0,0.7,0.0,4.7,1.0,0
D_002969,34,Hyderabad,Cab,2,19,14,0,0,0.74,0.0,4.8,4.0,0
D_002970,46,Chennai,Cab,7,22,20,2,1,0.91,0.05,4.2,3.8,0
D_002971,44,Mumbai,Cab,1,25,19,0,0,0.76,0.0,4.5,4.0,0
D_002972,43,Chennai,Auto,6,20,15,2,1,0.75,0.05,4.5,1.8,0
D_002973,42,Chennai,Auto,13,25,21,5,3,0.84,0.12,4.9,2.8,1
D_002974,51,Delhi,Bike,13,18,18,2,1,1.0,0.06,4.8,3.9,0
D_002975,32,Hyderabad,Bike,3,23,20,1,0,0.87,0.0,4.5,4.0,0
D_002976,25,Bangalore,Cab,13,23,22,1,0,0.96,0.0,4.8,2.0,0
D_002977,54,Chennai,Bike,3,21,19,2,1,0.9,0.05,4.8,1.8,0
D_002978,33,Chennai,Bike,5,24,20,2,0,0.83,0.0,4.5,1.0,0
D_002979,30,Bangalore,Bike,14,23,19,1,1,0.83,0.04,4.3,1.6,0
D_002980,53,Delhi,Auto,3,13,10,2,1,0.77,0.08,4.0,5.2,0
D_002981,32,Hyderabad,Cab,12,20,13,1,0,0.65,0.0,4.7,1.0,0
D_002982,45,Mumbai,Auto,4,23,19,1,0,0.83,0.0,4.8,4.0,0
D_002983,28,Chennai,Cab,13,17,12,2,2,0.71,0.12,4.3,3.8,1
D_002984,29,Hyderabad,Bike,13,21,17,1,0,0.81,0.0,4.1,4.0,0
D_002985,54,Mumbai,Auto,3,21,19,4,0,0.9,0.0,4.0,4.0,0
D_002986,46,Mumbai,Cab,7,28,21,2,1,0.75,0.04,4.6,3.6,0
D_002987,22,Delhi,Auto,3,16,14,2,0,0.88,0.0,4.3,2.0,0
D_002988,24,Bangalore,Cab,14,13,10,2,0,0.77,0.0,4.3,1.0,0
D_002989,49,Bangalore,Bike,10,19,15,0,0,0.79,0.0,4.9,3.0,0
D_002990,54,Mumbai,Cab,4,20,16,1,0,0.8,0.0,4.6,1.0,0
D_002991,22,Mumbai,Auto,2,17,14,1,1,0.82,0.06,5.0,4.9,0
D_002992,48,Mumbai,Auto,2,13,11,2,2,0.85,0.15,4.5,6.2,1
D_002993,31,Mumbai,Auto,9,13,8,1,0,0.62,0.0,4.9,3.0,0
D_002994,33,Bangalore,Cab,11,17,13,1,1,0.76,0.06,4.7,3.9,0
D_002995,31,Chennai,Auto,1,16,13,2,2,0.81,0.12,4.8,5.8,1
D_002996,45,Mumbai,Bike,1,30,23,3,2,0.77,0.07,4.8,5.0,0
D_002997,49,Mumbai,Cab,10,16,15,1,1,0.94,0.06,4.6,4.9,0
D_002998,43,Mumbai,Bike,1,11,9,1,0,0.82,0.0,5.0,1.0,0
D_002999,37,Hyderabad,Bike,14,23,16,2,2,0.7,0.09,4.9,4.4,0
D_003000,34,Chennai,Bike,3,19,16,3,1,0.84,0.05,4.1,2.8,0
D_003001,44,Chennai,Cab,2,22,17,2,2,0.77,0.09,4.4,2.3,0
D_003002,35,Hyderabad,Cab,3,17,12,0,0,0.71,0.0,4.3,2.0,0
D_003003,53,Mumbai,Bike,14,22,15,2,1,0.68,0.05,4.6,3.8,0
D_003004,24,Hyderabad,Bike,5,11,10,0,0,0.91,0.0,4.4,4.0,0
D_003005,48,Mumbai,Bike,9,18,16,2,1,0.89,0.06,4.1,4.9,0
D_003006,40,Chennai,Auto,2,13,8,1,0,0.62,0.0,4.7,2.0,0
D_003007,43,Chennai,Bike,12,20,16,3,1,0.8,0.05,4.7,2.8,0
D_003008,22,Delhi,Bike,11,10,7,1,0,0.7,0.0,4.7,3.0,0
D_003009,26,Bangalore,Cab,14,17,16,0,0,0.94,0.0,4.6,1.0,0
D_003010,54,Bangalore,Cab,1,18,13,2,1,0.72,0.06,4.4,4.9,0
D_003011,40,Mumbai,Auto,11,22,19,3,2,0.86,0.09,4.2,4.4,0
D_003012,27,Hyderabad,Auto,6,15,11,1,1,0.73,0.07,4.3,5.0,0
D_003013,36,Mumbai,Bike,3,25,20,3,3,0.8,0.12,4.3,3.8,1
D_003014,54,Mumbai,Auto,13,27,25,2,0,0.93,0.0,4.4,3.0,0
D_003015,45,Hyderabad,Auto,7,27,19,4,1,0.7,0.04,4.5,2.6,0
D_003016,48,Chennai,Bike,6,24,17,1,1,0.71,0.04,4.0,4.6,0
D_003017,32,Hyderabad,Cab,11,16,12,2,2,0.75,0.12,4.9,2.8,1
D_003018,44,Hyderabad,Cab,7,29,24,0,0,0.83,0.0,4.8,4.0,0
D_003019,54,Mumbai,Cab,13,25,18,5,4,0.72,0.16,4.3,3.4,1
D_003020,50,Mumbai,Cab,13,21,17,0,0,0.81,0.0,4.9,3.0,0
D_003021,52,Mumbai,Bike,5,21,17,3,0,0.81,0.0,4.1,3.0,0
D_003022,22,Mumbai,Bike,1,16,11,1,0,0.69,0.0,4.5,4.0,0
D_003023,39,Chennai,Bike,14,17,14,1,1,0.82,0.06,4.1,3.9,0
D_003024,39,Chennai,Bike,3,22,20,3,2,0.91,0.09,4.6,4.4,0
D_003025,27,Bangalore,Auto,3,20,14,3,2,0.7,0.1,4.4,5.5,0
D_003026,22,Chennai,Auto,7,12,10,2,1,0.83,0.08,4.4,4.2,0
D_003027,51,Hyderabad,Bike,14,19,15,2,1,0.79,0.05,4.1,4.8,0
D_003028,25,Mumbai,Cab,13,16,10,4,2,0.62,0.12,4.1,2.8,1
D_003029,53,Mumbai,Cab,3,18,13,0,0,0.72,0.0,4.8,4.0,0
D_003030,31,Bangalore,Auto,11,14,9,3,1,0.64,0.07,5.0,3.0,0
D_003031,26,Mumbai,Cab,5,18,17,2,0,0.94,0.0,4.4,3.0,0
D_003032,30,Delhi,Bike,4,25,20,1,1,0.8,0.04,4.4,4.6,0
D_003033,26,Hyderabad,Auto,4,15,10,1,1,0.67,0.07,4.1,4.0,0
D_003034,32,Hyderabad,Cab,13,24,17,4,3,0.71,0.12,4.0,4.8,1
D_003035,48,Chennai,Bike,7,20,20,4,4,1.0,0.2,4.6,5.0,1
D_003036,25,Chennai,Auto,1,14,8,1,0,0.57,0.0,4.7,4.0,0
D_003037,31,Chennai,Cab,7,13,10,1,0,0.77,0.0,4.2,1.0,0
D_003038,54,Chennai,Cab,8,21,13,1,1,0.62,0.05,4.2,4.8,0
D_003039,29,Bangalore,Cab,3,16,14,1,0,0.88,0.0,4.1,4.0,0
D_003040,45,Mumbai,Bike,3,14,12,0,0,0.86,0.0,4.9,1.0,0
D_003041,54,Delhi,Auto,4,24,22,3,1,0.92,0.04,4.4,2.6,0
D_003042,40,Chennai,Auto,13,22,18,3,1,0.82,0.05,4.9,4.8,0
D_003043,23,Chennai,Auto,6,24,15,3,3,0.62,0.12,4.8,3.8,1
D_003044,32,Hyderabad,Auto,14,21,17,0,0,0.81,0.0,4.9,1.0,0
D_003045,38,Delhi,Bike,7,18,12,1,0,0.67,0.0,4.6,3.0,0
D_003046,24,Chennai,Bike,1,20,15,2,1,0.75,0.05,4.3,4.8,0
D_003047,43,Chennai,Bike,13,29,21,1,1,0.72,0.03,4.1,1.4,0
D_003048,42,Bangalore,Bike,4,23,18,1,0,0.78,0.0,4.9,2.0,0
D_003049,46,Hyderabad,Cab,12,23,16,3,2,0.7,0.09,4.6,4.4,0
D_003050,23,Delhi,Cab,7,16,13,2,1,0.81,0.06,4.5,1.9,0
D_003051,22,Delhi,Bike,11,20,15,0,0,0.75,0.0,4.2,2.0,0
D_003052,28,Chennai,Cab,2,17,14,0,0,0.82,0.0,4.3,2.0,0
D_003053,41,Mumbai,Cab,1,23,17,1,1,0.74,0.04,4.2,3.6,0
D_003054,27,Mumbai,Cab,1,27,21,2,1,0.78,0.04,4.9,1.6,0
D_003055,42,Mumbai,Bike,10,29,23,2,1,0.79,0.03,4.8,1.4,0
D_003056,29,Hyderabad,Cab,14,28,22,1,1,0.79,0.04,4.7,1.6,0
D_003057,25,Mumbai,Bike,14,26,18,2,2,0.69,0.08,4.1,2.2,0
D_003058,37,Delhi,Auto,6,21,19,2,2,0.9,0.1,4.7,3.5,0
D_003059,24,Chennai,Bike,12,18,16,2,1,0.89,0.06,4.8,3.9,0
D_003060,28,Mumbai,Cab,5,24,18,3,3,0.75,0.12,4.0,2.8,1
D_003061,23,Mumbai,Bike,1,25,20,3,2,0.8,0.08,5.0,5.2,0
D_003062,22,Delhi,Cab,10,18,12,1,0,0.67,0.0,4.5,2.0,0
D_003063,22,Bangalore,Auto,3,24,19,0,0,0.79,0.0,4.3,3.0,0
D_003064,28,Chennai,Auto,11,16,14,2,0,0.88,0.0,4.3,4.0,0
D_003065,45,Hyderabad,Bike,7,15,12,1,1,0.8,0.07,4.5,5.0,0
D_003066,26,Chennai,Bike,12,22,17,2,1,0.77,0.05,4.2,2.8,0
D_003067,42,Delhi,Auto,9,20,19,2,1,0.95,0.05,4.4,1.8,0
D_003068,49,Chennai,Cab,13,27,26,5,2,0.96,0.07,4.6,4.0,0
D_003069,39,Bangalore,Bike,9,27,21,5,3,0.78,0.11,4.6,4.6,1
D_003070,45,Delhi,Auto,6,16,12,2,0,0.75,0.0,4.7,4.0,0
D_003071,53,Bangalore,Cab,3,12,7,2,1,0.58,0.08,4.3,3.2,0
